store,store_type,date,hour,passers,enters
零食店-长沙银杉路店,零食店,2026-04-15,8,439,27
零食店-长沙银杉路店,零食店,2026-04-15,9,178,11
零食店-长沙银杉路店,零食店,2026-04-15,10,204,24
零食店-长沙银杉路店,零食店,2026-04-15,11,281,11
零食店-长沙银杉路店,零食店,2026-04-15,12,241,24
零食店-长沙银杉路店,零食店,2026-04-15,13,288,1
零食店-长沙银杉路店,零食店,2026-04-15,14,343,6
零食店-长沙银杉路店,零食店,2026-04-15,15,377,1
零食店-长沙银杉路店,零食店,2026-04-15,16,482,38
零食店-长沙银杉路店,零食店,2026-04-15,17,416,36
零食店-长沙银杉路店,零食店,2026-04-15,18,795,76
零食店-长沙银杉路店,零食店,2026-04-15,19,821,61
零食店-长沙银杉路店,零食店,2026-04-15,20,458,68
零食店-长沙银杉路店,零食店,2026-04-15,21,336,47
零食店-长沙银杉路店,零食店,2026-04-15,22,216,32
零食店-长沙银杉路店,零食店,2026-04-15,23,0,0
零食店-长沙银杉路店,零食店,2026-04-16,0,43,0
零食店-长沙银杉路店,零食店,2026-04-16,1,36,0
零食店-长沙银杉路店,零食店,2026-04-16,2,16,0
零食店-长沙银杉路店,零食店,2026-04-16,3,5,0
零食店-长沙银杉路店,零食店,2026-04-16,4,11,0
零食店-长沙银杉路店,零食店,2026-04-16,5,3,0
零食店-长沙银杉路店,零食店,2026-04-16,6,42,0
零食店-长沙银杉路店,零食店,2026-04-16,7,257,7
零食店-长沙银杉路店,零食店,2026-04-16,8,674,24
零食店-长沙银杉路店,零食店,2026-04-16,9,503,23
零食店-长沙银杉路店,零食店,2026-04-16,10,467,28
零食店-长沙银杉路店,零食店,2026-04-16,11,384,18
零食店-长沙银杉路店,零食店,2026-04-16,12,469,21
零食店-长沙银杉路店,零食店,2026-04-16,13,487,26
零食店-长沙银杉路店,零食店,2026-04-16,14,383,20
零食店-长沙银杉路店,零食店,2026-04-16,15,476,35
零食店-长沙银杉路店,零食店,2026-04-16,16,590,47
零食店-长沙银杉路店,零食店,2026-04-16,17,871,51
零食店-长沙银杉路店,零食店,2026-04-16,18,1277,64
零食店-长沙银杉路店,零食店,2026-04-16,19,1168,74
零食店-长沙银杉路店,零食店,2026-04-16,20,704,83
零食店-长沙银杉路店,零食店,2026-04-16,21,450,45
零食店-长沙银杉路店,零食店,2026-04-16,22,250,27
零食店-长沙银杉路店,零食店,2026-04-16,23,0,0
零食店-长沙银杉路店,零食店,2026-04-17,0,59,1
零食店-长沙银杉路店,零食店,2026-04-17,1,30,0
零食店-长沙银杉路店,零食店,2026-04-17,2,20,0
零食店-长沙银杉路店,零食店,2026-04-17,3,13,0
零食店-长沙银杉路店,零食店,2026-04-17,4,9,0
零食店-长沙银杉路店,零食店,2026-04-17,5,17,0
零食店-长沙银杉路店,零食店,2026-04-17,6,85,0
零食店-长沙银杉路店,零食店,2026-04-17,7,492,7
零食店-长沙银杉路店,零食店,2026-04-17,8,805,37
零食店-长沙银杉路店,零食店,2026-04-17,9,512,17
零食店-长沙银杉路店,零食店,2026-04-17,10,413,18
零食店-长沙银杉路店,零食店,2026-04-17,11,446,24
零食店-长沙银杉路店,零食店,2026-04-17,12,609,39
零食店-长沙银杉路店,零食店,2026-04-17,13,547,27
零食店-长沙银杉路店,零食店,2026-04-17,14,474,20
零食店-长沙银杉路店,零食店,2026-04-17,15,598,0
零食店-长沙银杉路店,零食店,2026-04-17,16,779,13
零食店-长沙银杉路店,零食店,2026-04-17,17,1057,79
零食店-长沙银杉路店,零食店,2026-04-17,18,1629,89
零食店-长沙银杉路店,零食店,2026-04-17,19,1466,98
零食店-长沙银杉路店,零食店,2026-04-17,20,1145,115
零食店-长沙银杉路店,零食店,2026-04-17,21,814,79
零食店-长沙银杉路店,零食店,2026-04-17,22,508,35
零食店-长沙银杉路店,零食店,2026-04-17,23,0,0
零食店-长沙银杉路店,零食店,2026-04-18,0,116,0
零食店-长沙银杉路店,零食店,2026-04-18,1,64,0
零食店-长沙银杉路店,零食店,2026-04-18,2,38,0
零食店-长沙银杉路店,零食店,2026-04-18,3,13,0
零食店-长沙银杉路店,零食店,2026-04-18,4,19,0
零食店-长沙银杉路店,零食店,2026-04-18,5,20,0
零食店-长沙银杉路店,零食店,2026-04-18,6,63,0
零食店-长沙银杉路店,零食店,2026-04-18,7,291,15
零食店-长沙银杉路店,零食店,2026-04-18,8,537,39
零食店-长沙银杉路店,零食店,2026-04-18,9,603,53
零食店-长沙银杉路店,零食店,2026-04-18,10,680,71
零食店-长沙银杉路店,零食店,2026-04-18,11,663,57
零食店-长沙银杉路店,零食店,2026-04-18,12,812,59
零食店-长沙银杉路店,零食店,2026-04-18,13,904,81
零食店-长沙银杉路店,零食店,2026-04-18,14,1080,116
零食店-长沙银杉路店,零食店,2026-04-18,15,950,96
零食店-长沙银杉路店,零食店,2026-04-18,16,1012,69
零食店-长沙银杉路店,零食店,2026-04-18,17,1200,73
零食店-长沙银杉路店,零食店,2026-04-18,18,1262,70
零食店-长沙银杉路店,零食店,2026-04-18,19,1327,94
零食店-长沙银杉路店,零食店,2026-04-18,20,1247,82
零食店-长沙银杉路店,零食店,2026-04-18,21,900,67
零食店-长沙银杉路店,零食店,2026-04-18,22,516,59
零食店-长沙银杉路店,零食店,2026-04-18,23,0,0
零食店-长沙银杉路店,零食店,2026-04-19,0,89,0
零食店-长沙银杉路店,零食店,2026-04-19,1,56,0
零食店-长沙银杉路店,零食店,2026-04-19,2,35,0
零食店-长沙银杉路店,零食店,2026-04-19,3,12,0
零食店-长沙银杉路店,零食店,2026-04-19,4,11,0
零食店-长沙银杉路店,零食店,2026-04-19,5,15,0
零食店-长沙银杉路店,零食店,2026-04-19,6,101,0
零食店-长沙银杉路店,零食店,2026-04-19,7,273,4
零食店-长沙银杉路店,零食店,2026-04-19,8,443,27
零食店-长沙银杉路店,零食店,2026-04-19,9,536,64
零食店-长沙银杉路店,零食店,2026-04-19,10,533,59
零食店-长沙银杉路店,零食店,2026-04-19,11,643,57
零食店-长沙银杉路店,零食店,2026-04-19,12,681,70
零食店-长沙银杉路店,零食店,2026-04-19,13,959,94
零食店-长沙银杉路店,零食店,2026-04-19,14,934,96
零食店-长沙银杉路店,零食店,2026-04-19,15,1109,115
零食店-长沙银杉路店,零食店,2026-04-19,16,1104,111
零食店-长沙银杉路店,零食店,2026-04-19,17,1056,81
零食店-长沙银杉路店,零食店,2026-04-19,18,1069,86
零食店-长沙银杉路店,零食店,2026-04-19,19,1101,103
零食店-长沙银杉路店,零食店,2026-04-19,20,852,100
零食店-长沙银杉路店,零食店,2026-04-19,21,557,56
零食店-长沙银杉路店,零食店,2026-04-19,22,299,36
零食店-长沙银杉路店,零食店,2026-04-19,23,0,0
零食店-长沙银杉路店,零食店,2026-04-20,0,109,0
零食店-长沙银杉路店,零食店,2026-04-20,1,51,0
零食店-长沙银杉路店,零食店,2026-04-20,2,28,0
零食店-长沙银杉路店,零食店,2026-04-20,3,18,0
零食店-长沙银杉路店,零食店,2026-04-20,4,9,0
零食店-长沙银杉路店,零食店,2026-04-20,5,20,0
零食店-长沙银杉路店,零食店,2026-04-20,6,118,0
零食店-长沙银杉路店,零食店,2026-04-20,7,510,5
零食店-长沙银杉路店,零食店,2026-04-20,8,795,34
零食店-长沙银杉路店,零食店,2026-04-20,9,282,29
零食店-长沙银杉路店,零食店,2026-04-20,10,254,18
零食店-长沙银杉路店,零食店,2026-04-20,11,181,11
零食店-长沙银杉路店,零食店,2026-04-20,12,136,17
零食店-长沙银杉路店,零食店,2026-04-20,13,223,19
零食店-长沙银杉路店,零食店,2026-04-20,14,184,3
零食店-长沙银杉路店,零食店,2026-04-20,15,195,0
零食店-长沙银杉路店,零食店,2026-04-20,16,190,0
零食店-长沙银杉路店,零食店,2026-04-20,17,322,31
零食店-长沙银杉路店,零食店,2026-04-20,18,348,46
零食店-长沙银杉路店,零食店,2026-04-20,19,249,49
零食店-长沙银杉路店,零食店,2026-04-20,20,133,32
零食店-长沙银杉路店,零食店,2026-04-20,21,116,27
零食店-长沙银杉路店,零食店,2026-04-20,22,99,21
零食店-长沙银杉路店,零食店,2026-04-20,23,0,0
零食店-长沙银杉路店,零食店,2026-04-21,0,18,0
零食店-长沙银杉路店,零食店,2026-04-21,1,13,0
零食店-长沙银杉路店,零食店,2026-04-21,2,6,0
零食店-长沙银杉路店,零食店,2026-04-21,3,15,0
零食店-长沙银杉路店,零食店,2026-04-21,4,4,0
零食店-长沙银杉路店,零食店,2026-04-21,5,11,0
零食店-长沙银杉路店,零食店,2026-04-21,6,84,0
零食店-长沙银杉路店,零食店,2026-04-21,7,289,4
零食店-长沙银杉路店,零食店,2026-04-21,8,361,27
零食店-长沙银杉路店,零食店,2026-04-21,9,221,19
零食店-长沙银杉路店,零食店,2026-04-21,10,174,11
零食店-长沙银杉路店,零食店,2026-04-21,11,206,16
零食店-长沙银杉路店,零食店,2026-04-21,12,220,16
零食店-长沙银杉路店,零食店,2026-04-21,13,259,11
零食店-长沙银杉路店,零食店,2026-04-21,14,178,15
零食店-长沙银杉路店,零食店,2026-04-21,15,232,20
零食店-长沙银杉路店,零食店,2026-04-21,16,353,33
零食店-长沙银杉路店,零食店,2026-04-21,17,471,64
零食店-长沙银杉路店,零食店,2026-04-21,18,452,57
零食店-长沙银杉路店,零食店,2026-04-21,19,213,41
零食店-长沙银杉路店,零食店,2026-04-21,20,155,39
零食店-长沙银杉路店,零食店,2026-04-21,21,144,38
零食店-长沙银杉路店,零食店,2026-04-21,22,106,30
零食店-长沙银杉路店,零食店,2026-04-21,23,0,0
零食店-长沙银杉路店,零食店,2026-04-22,0,23,0
零食店-长沙银杉路店,零食店,2026-04-22,1,12,0
零食店-长沙银杉路店,零食店,2026-04-22,2,6,0
零食店-长沙银杉路店,零食店,2026-04-22,3,8,0
零食店-长沙银杉路店,零食店,2026-04-22,4,4,0
零食店-长沙银杉路店,零食店,2026-04-22,5,6,0
零食店-长沙银杉路店,零食店,2026-04-22,6,51,0
零食店-长沙银杉路店,零食店,2026-04-22,7,222,2
零食店-长沙银杉路店,零食店,2026-04-22,8,525,19
零食店-长沙银杉路店,零食店,2026-04-22,9,297,18
零食店-长沙银杉路店,零食店,2026-04-22,10,258,25
零食店-长沙银杉路店,零食店,2026-04-22,11,348,10
零食店-长沙银杉路店,零食店,2026-04-22,12,397,19
零食店-长沙银杉路店,零食店,2026-04-22,13,398,29
零食店-长沙银杉路店,零食店,2026-04-22,14,394,29
零食店-长沙银杉路店,零食店,2026-04-22,15,394,6
零食店-长沙银杉路店,零食店,2026-04-22,16,489,0
零食店-长沙银杉路店,零食店,2026-04-22,17,675,50
零食店-长沙银杉路店,零食店,2026-04-22,18,1215,75
零食店-长沙银杉路店,零食店,2026-04-22,19,1085,77
零食店-长沙银杉路店,零食店,2026-04-22,20,701,71
零食店-长沙银杉路店,零食店,2026-04-22,21,455,48
零食店-长沙银杉路店,零食店,2026-04-22,22,264,27
零食店-长沙银杉路店,零食店,2026-04-22,23,0,0
零食店-长沙银杉路店,零食店,2026-04-23,0,60,0
零食店-长沙银杉路店,零食店,2026-04-23,1,13,0
零食店-长沙银杉路店,零食店,2026-04-23,2,25,0
零食店-长沙银杉路店,零食店,2026-04-23,3,13,0
零食店-长沙银杉路店,零食店,2026-04-23,4,8,0
零食店-长沙银杉路店,零食店,2026-04-23,5,10,0
零食店-长沙银杉路店,零食店,2026-04-23,6,77,0
零食店-长沙银杉路店,零食店,2026-04-23,7,422,10
零食店-长沙银杉路店,零食店,2026-04-23,8,888,33
零食店-长沙银杉路店,零食店,2026-04-23,9,597,34
零食店-长沙银杉路店,零食店,2026-04-23,10,475,19
零食店-长沙银杉路店,零食店,2026-04-23,11,417,30
零食店-长沙银杉路店,零食店,2026-04-23,12,488,27
零食店-长沙银杉路店,零食店,2026-04-23,13,473,17
零食店-长沙银杉路店,零食店,2026-04-23,14,396,28
零食店-长沙银杉路店,零食店,2026-04-23,15,457,28
零食店-长沙银杉路店,零食店,2026-04-23,16,649,37
零食店-长沙银杉路店,零食店,2026-04-23,17,809,59
零食店-长沙银杉路店,零食店,2026-04-23,18,1298,91
零食店-长沙银杉路店,零食店,2026-04-23,19,1242,99
零食店-长沙银杉路店,零食店,2026-04-23,20,792,69
零食店-长沙银杉路店,零食店,2026-04-23,21,479,61
零食店-长沙银杉路店,零食店,2026-04-23,22,269,26
零食店-长沙银杉路店,零食店,2026-04-23,23,0,0
零食店-长沙银杉路店,零食店,2026-04-24,0,42,0
零食店-长沙银杉路店,零食店,2026-04-24,1,28,0
零食店-长沙银杉路店,零食店,2026-04-24,2,23,0
零食店-长沙银杉路店,零食店,2026-04-24,3,12,0
零食店-长沙银杉路店,零食店,2026-04-24,4,16,0
零食店-长沙银杉路店,零食店,2026-04-24,5,16,0
零食店-长沙银杉路店,零食店,2026-04-24,6,74,0
零食店-长沙银杉路店,零食店,2026-04-24,7,506,13
零食店-长沙银杉路店,零食店,2026-04-24,8,792,19
零食店-长沙银杉路店,零食店,2026-04-24,9,494,31
零食店-长沙银杉路店,零食店,2026-04-24,10,404,32
零食店-长沙银杉路店,零食店,2026-04-24,11,433,22
零食店-长沙银杉路店,零食店,2026-04-24,12,516,25
零食店-长沙银杉路店,零食店,2026-04-24,13,555,38
零食店-长沙银杉路店,零食店,2026-04-24,14,443,14
零食店-长沙银杉路店,零食店,2026-04-24,15,597,46
零食店-长沙银杉路店,零食店,2026-04-24,16,752,51
零食店-长沙银杉路店,零食店,2026-04-24,17,1036,34
零食店-长沙银杉路店,零食店,2026-04-24,18,1565,77
零食店-长沙银杉路店,零食店,2026-04-24,19,1469,99
零食店-长沙银杉路店,零食店,2026-04-24,20,1076,81
零食店-长沙银杉路店,零食店,2026-04-24,21,719,83
零食店-长沙银杉路店,零食店,2026-04-24,22,526,51
零食店-长沙银杉路店,零食店,2026-04-24,23,0,0
零食店-长沙银杉路店,零食店,2026-04-25,0,53,13
零食店-长沙银杉路店,零食店,2026-04-25,1,36,0
零食店-长沙银杉路店,零食店,2026-04-25,2,28,0
零食店-长沙银杉路店,零食店,2026-04-25,3,13,0
零食店-长沙银杉路店,零食店,2026-04-25,4,5,0
零食店-长沙银杉路店,零食店,2026-04-25,5,10,0
零食店-长沙银杉路店,零食店,2026-04-25,6,62,0
零食店-长沙银杉路店,零食店,2026-04-25,7,257,20
零食店-长沙银杉路店,零食店,2026-04-25,8,563,33
零食店-长沙银杉路店,零食店,2026-04-25,9,590,54
零食店-长沙银杉路店,零食店,2026-04-25,10,620,49
零食店-长沙银杉路店,零食店,2026-04-25,11,617,58
零食店-长沙银杉路店,零食店,2026-04-25,12,776,50
零食店-长沙银杉路店,零食店,2026-04-25,13,831,70
零食店-长沙银杉路店,零食店,2026-04-25,14,831,63
零食店-长沙银杉路店,零食店,2026-04-25,15,911,89
零食店-长沙银杉路店,零食店,2026-04-25,16,891,82
零食店-长沙银杉路店,零食店,2026-04-25,17,956,60
零食店-长沙银杉路店,零食店,2026-04-25,18,1375,100
零食店-长沙银杉路店,零食店,2026-04-25,19,1367,98
零食店-长沙银杉路店,零食店,2026-04-25,20,1080,77
零食店-长沙银杉路店,零食店,2026-04-25,21,771,85
零食店-长沙银杉路店,零食店,2026-04-25,22,483,50
零食店-长沙银杉路店,零食店,2026-04-25,23,0,0
零食店-长沙银杉路店,零食店,2026-04-27,0,74,1
零食店-长沙银杉路店,零食店,2026-04-27,1,33,0
零食店-长沙银杉路店,零食店,2026-04-27,2,24,0
零食店-长沙银杉路店,零食店,2026-04-27,3,20,0
零食店-长沙银杉路店,零食店,2026-04-27,4,10,0
零食店-长沙银杉路店,零食店,2026-04-27,5,21,0
零食店-长沙银杉路店,零食店,2026-04-27,6,158,0
零食店-长沙银杉路店,零食店,2026-04-27,7,575,13
零食店-长沙银杉路店,零食店,2026-04-27,8,830,31
零食店-长沙银杉路店,零食店,2026-04-27,9,467,29
零食店-长沙银杉路店,零食店,2026-04-27,10,406,15
零食店-长沙银杉路店,零食店,2026-04-27,11,384,23
零食店-长沙银杉路店,零食店,2026-04-27,12,457,28
零食店-长沙银杉路店,零食店,2026-04-27,13,352,11
零食店-长沙银杉路店,零食店,2026-04-27,14,298,9
零食店-长沙银杉路店,零食店,2026-04-27,15,350,6
零食店-长沙银杉路店,零食店,2026-04-27,16,294,7
零食店-长沙银杉路店,零食店,2026-04-27,17,239,0
零食店-长沙银杉路店,零食店,2026-04-27,18,486,50
零食店-长沙银杉路店,零食店,2026-04-27,19,507,60
零食店-长沙银杉路店,零食店,2026-04-27,20,265,44
零食店-长沙银杉路店,零食店,2026-04-27,21,117,23
零食店-长沙银杉路店,零食店,2026-04-27,22,105,21
零食店-长沙银杉路店,零食店,2026-04-27,23,0,0
零食店-长沙银杉路店,零食店,2026-04-28,0,34,0
零食店-长沙银杉路店,零食店,2026-04-28,1,19,0
零食店-长沙银杉路店,零食店,2026-04-28,2,19,0
零食店-长沙银杉路店,零食店,2026-04-28,3,8,0
零食店-长沙银杉路店,零食店,2026-04-28,4,3,0
零食店-长沙银杉路店,零食店,2026-04-28,5,5,0
零食店-长沙银杉路店,零食店,2026-04-28,6,53,0
零食店-长沙银杉路店,零食店,2026-04-28,7,217,10
零食店-长沙银杉路店,零食店,2026-04-28,8,323,22
零食店-长沙银杉路店,零食店,2026-04-28,9,155,13
零食店-长沙银杉路店,零食店,2026-04-28,10,104,10
零食店-长沙银杉路店,零食店,2026-04-28,11,165,18
零食店-长沙银杉路店,零食店,2026-04-28,12,190,13
零食店-长沙银杉路店,零食店,2026-04-28,13,126,13
零食店-长沙银杉路店,零食店,2026-04-28,14,149,15
零食店-长沙银杉路店,零食店,2026-04-28,15,155,13
零食店-长沙银杉路店,零食店,2026-04-28,16,193,27
零食店-长沙银杉路店,零食店,2026-04-28,17,288,24
零食店-长沙银杉路店,零食店,2026-04-28,18,347,69
零食店-长沙银杉路店,零食店,2026-04-28,19,192,61
零食店-长沙银杉路店,零食店,2026-04-28,20,146,58
零食店-长沙银杉路店,零食店,2026-04-28,21,115,51
零食店-长沙银杉路店,零食店,2026-04-28,22,54,23
零食店-长沙银杉路店,零食店,2026-04-28,23,0,0
零食店-长沙银杉路店,零食店,2026-04-29,0,19,0
零食店-长沙银杉路店,零食店,2026-04-29,1,22,0
零食店-长沙银杉路店,零食店,2026-04-29,2,9,0
零食店-长沙银杉路店,零食店,2026-04-29,3,13,0
零食店-长沙银杉路店,零食店,2026-04-29,4,14,0
零食店-长沙银杉路店,零食店,2026-04-29,5,4,0
零食店-长沙银杉路店,零食店,2026-04-29,6,92,0
零食店-长沙银杉路店,零食店,2026-04-29,7,490,6
零食店-长沙银杉路店,零食店,2026-04-29,8,803,30
零食店-长沙银杉路店,零食店,2026-04-29,9,398,24
零食店-长沙银杉路店,零食店,2026-04-29,10,305,27
零食店-长沙银杉路店,零食店,2026-04-29,11,315,20
零食店-长沙银杉路店,零食店,2026-04-29,12,408,18
零食店-长沙银杉路店,零食店,2026-04-29,13,463,31
零食店-长沙银杉路店,零食店,2026-04-29,14,426,21
零食店-长沙银杉路店,零食店,2026-04-29,15,542,24
零食店-长沙银杉路店,零食店,2026-04-29,16,669,41
零食店-长沙银杉路店,零食店,2026-04-29,17,910,42
零食店-长沙银杉路店,零食店,2026-04-29,18,1395,87
零食店-长沙银杉路店,零食店,2026-04-29,19,1319,119
零食店-长沙银杉路店,零食店,2026-04-29,20,1050,101
零食店-长沙银杉路店,零食店,2026-04-29,21,693,57
零食店-长沙银杉路店,零食店,2026-04-29,22,451,47
零食店-长沙银杉路店,零食店,2026-04-29,23,0,0
零食店-长沙银杉路店,零食店,2026-04-30,0,74,0
零食店-长沙银杉路店,零食店,2026-04-30,1,42,0
零食店-长沙银杉路店,零食店,2026-04-30,2,42,0
零食店-长沙银杉路店,零食店,2026-04-30,3,22,0
零食店-长沙银杉路店,零食店,2026-04-30,4,18,0
零食店-长沙银杉路店,零食店,2026-04-30,5,16,0
零食店-长沙银杉路店,零食店,2026-04-30,6,139,0
零食店-长沙银杉路店,零食店,2026-04-30,7,582,15
零食店-长沙银杉路店,零食店,2026-04-30,8,894,39
零食店-长沙银杉路店,零食店,2026-04-30,9,750,66
零食店-长沙银杉路店,零食店,2026-04-30,10,676,53
零食店-长沙银杉路店,零食店,2026-04-30,11,612,42
零食店-长沙银杉路店,零食店,2026-04-30,12,886,73
零食店-长沙银杉路店,零食店,2026-04-30,13,1024,87
零食店-长沙银杉路店,零食店,2026-04-30,14,1025,87
零食店-长沙银杉路店,零食店,2026-04-30,15,920,73
零食店-长沙银杉路店,零食店,2026-04-30,16,1060,76
零食店-长沙银杉路店,零食店,2026-04-30,17,1441,72
零食店-长沙银杉路店,零食店,2026-04-30,18,1929,117
零食店-长沙银杉路店,零食店,2026-04-30,19,1904,137
零食店-长沙银杉路店,零食店,2026-04-30,20,1522,130
零食店-长沙银杉路店,零食店,2026-04-30,21,1166,123
零食店-长沙银杉路店,零食店,2026-04-30,22,650,79
零食店-长沙银杉路店,零食店,2026-04-30,23,0,0
药店-桐君阁仁秀店,药店,2026-03-27,0,16,0
药店-桐君阁仁秀店,药店,2026-03-27,1,15,0
药店-桐君阁仁秀店,药店,2026-03-27,2,20,0
药店-桐君阁仁秀店,药店,2026-03-27,3,11,0
药店-桐君阁仁秀店,药店,2026-03-27,4,14,0
药店-桐君阁仁秀店,药店,2026-03-27,5,18,0
药店-桐君阁仁秀店,药店,2026-03-27,6,73,0
药店-桐君阁仁秀店,药店,2026-03-27,7,190,0
药店-桐君阁仁秀店,药店,2026-03-27,8,297,11
药店-桐君阁仁秀店,药店,2026-03-27,9,371,24
药店-桐君阁仁秀店,药店,2026-03-27,10,262,11
药店-桐君阁仁秀店,药店,2026-03-27,11,129,7
药店-桐君阁仁秀店,药店,2026-03-27,12,194,4
药店-桐君阁仁秀店,药店,2026-03-27,13,162,8
药店-桐君阁仁秀店,药店,2026-03-27,14,168,7
药店-桐君阁仁秀店,药店,2026-03-27,15,208,5
药店-桐君阁仁秀店,药店,2026-03-27,16,188,3
药店-桐君阁仁秀店,药店,2026-03-27,17,288,14
药店-桐君阁仁秀店,药店,2026-03-27,18,377,10
药店-桐君阁仁秀店,药店,2026-03-27,19,334,11
药店-桐君阁仁秀店,药店,2026-03-27,20,222,14
药店-桐君阁仁秀店,药店,2026-03-27,21,147,10
药店-桐君阁仁秀店,药店,2026-03-27,22,80,2
药店-桐君阁仁秀店,药店,2026-03-27,23,0,0
药店-桐君阁仁秀店,药店,2026-03-28,0,18,0
药店-桐君阁仁秀店,药店,2026-03-28,1,5,0
药店-桐君阁仁秀店,药店,2026-03-28,2,3,0
药店-桐君阁仁秀店,药店,2026-03-28,3,1,0
药店-桐君阁仁秀店,药店,2026-03-28,4,2,0
药店-桐君阁仁秀店,药店,2026-03-28,5,9,0
药店-桐君阁仁秀店,药店,2026-03-28,6,26,0
药店-桐君阁仁秀店,药店,2026-03-28,7,85,0
药店-桐君阁仁秀店,药店,2026-03-28,8,190,4
药店-桐君阁仁秀店,药店,2026-03-28,9,268,18
药店-桐君阁仁秀店,药店,2026-03-28,10,262,9
药店-桐君阁仁秀店,药店,2026-03-28,11,231,12
药店-桐君阁仁秀店,药店,2026-03-28,12,238,7
药店-桐君阁仁秀店,药店,2026-03-28,13,252,7
药店-桐君阁仁秀店,药店,2026-03-28,14,259,7
药店-桐君阁仁秀店,药店,2026-03-28,15,294,7
药店-桐君阁仁秀店,药店,2026-03-28,16,403,17
药店-桐君阁仁秀店,药店,2026-03-28,17,441,7
药店-桐君阁仁秀店,药店,2026-03-28,18,408,18
药店-桐君阁仁秀店,药店,2026-03-28,19,456,19
药店-桐君阁仁秀店,药店,2026-03-28,20,350,13
药店-桐君阁仁秀店,药店,2026-03-28,21,170,6
药店-桐君阁仁秀店,药店,2026-03-28,22,70,0
药店-桐君阁仁秀店,药店,2026-03-28,23,0,0
药店-桐君阁仁秀店,药店,2026-03-29,0,43,0
药店-桐君阁仁秀店,药店,2026-03-29,1,31,0
药店-桐君阁仁秀店,药店,2026-03-29,2,12,0
药店-桐君阁仁秀店,药店,2026-03-29,3,9,0
药店-桐君阁仁秀店,药店,2026-03-29,4,7,0
药店-桐君阁仁秀店,药店,2026-03-29,5,24,0
药店-桐君阁仁秀店,药店,2026-03-29,6,61,0
药店-桐君阁仁秀店,药店,2026-03-29,7,144,0
药店-桐君阁仁秀店,药店,2026-03-29,8,327,9
药店-桐君阁仁秀店,药店,2026-03-29,9,446,16
药店-桐君阁仁秀店,药店,2026-03-29,10,357,10
药店-桐君阁仁秀店,药店,2026-03-29,11,312,9
药店-桐君阁仁秀店,药店,2026-03-29,12,240,10
药店-桐君阁仁秀店,药店,2026-03-29,13,305,10
药店-桐君阁仁秀店,药店,2026-03-29,14,303,10
药店-桐君阁仁秀店,药店,2026-03-29,15,293,14
药店-桐君阁仁秀店,药店,2026-03-29,16,368,11
药店-桐君阁仁秀店,药店,2026-03-29,17,420,13
药店-桐君阁仁秀店,药店,2026-03-29,18,420,8
药店-桐君阁仁秀店,药店,2026-03-29,19,327,25
药店-桐君阁仁秀店,药店,2026-03-29,20,235,10
药店-桐君阁仁秀店,药店,2026-03-29,21,99,8
药店-桐君阁仁秀店,药店,2026-03-29,22,50,0
药店-桐君阁仁秀店,药店,2026-03-29,23,0,0
药店-桐君阁仁秀店,药店,2026-03-30,0,20,0
药店-桐君阁仁秀店,药店,2026-03-30,1,28,0
药店-桐君阁仁秀店,药店,2026-03-30,2,11,0
药店-桐君阁仁秀店,药店,2026-03-30,3,7,0
药店-桐君阁仁秀店,药店,2026-03-30,4,6,0
药店-桐君阁仁秀店,药店,2026-03-30,5,15,0
药店-桐君阁仁秀店,药店,2026-03-30,6,71,0
药店-桐君阁仁秀店,药店,2026-03-30,7,217,0
药店-桐君阁仁秀店,药店,2026-03-30,8,334,2
药店-桐君阁仁秀店,药店,2026-03-30,9,311,16
药店-桐君阁仁秀店,药店,2026-03-30,10,286,17
药店-桐君阁仁秀店,药店,2026-03-30,11,185,10
药店-桐君阁仁秀店,药店,2026-03-30,12,232,4
药店-桐君阁仁秀店,药店,2026-03-30,13,181,3
药店-桐君阁仁秀店,药店,2026-03-30,14,226,3
药店-桐君阁仁秀店,药店,2026-03-30,15,250,6
药店-桐君阁仁秀店,药店,2026-03-30,16,226,15
药店-桐君阁仁秀店,药店,2026-03-30,17,349,14
药店-桐君阁仁秀店,药店,2026-03-30,18,362,14
药店-桐君阁仁秀店,药店,2026-03-30,19,372,17
药店-桐君阁仁秀店,药店,2026-03-30,20,247,13
药店-桐君阁仁秀店,药店,2026-03-30,21,95,5
药店-桐君阁仁秀店,药店,2026-03-30,22,28,0
药店-桐君阁仁秀店,药店,2026-03-30,23,0,0
药店-桐君阁仁秀店,药店,2026-03-31,0,10,0
药店-桐君阁仁秀店,药店,2026-03-31,1,6,0
药店-桐君阁仁秀店,药店,2026-03-31,2,6,0
药店-桐君阁仁秀店,药店,2026-03-31,3,4,0
药店-桐君阁仁秀店,药店,2026-03-31,4,6,0
药店-桐君阁仁秀店,药店,2026-03-31,5,16,0
药店-桐君阁仁秀店,药店,2026-03-31,6,52,0
药店-桐君阁仁秀店,药店,2026-03-31,7,185,0
药店-桐君阁仁秀店,药店,2026-03-31,8,231,3
药店-桐君阁仁秀店,药店,2026-03-31,9,270,22
药店-桐君阁仁秀店,药店,2026-03-31,10,248,8
药店-桐君阁仁秀店,药店,2026-03-31,11,226,7
药店-桐君阁仁秀店,药店,2026-03-31,12,210,2
药店-桐君阁仁秀店,药店,2026-03-31,13,211,0
药店-桐君阁仁秀店,药店,2026-03-31,14,255,19
药店-桐君阁仁秀店,药店,2026-03-31,15,274,6
